Date,Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts,Index Future Net,Index Call Net,Index Put Net,Index Net Long,Stock Future Net,Stock Call Net,Stock Put Net,Stock Net Long
16-01-2020,Client,122174,109290,745230,224504,406639,468857,476679,681039,305422,137987,231568,162472,2186309,1885552,12884,-70040,-212182,155026,520726,73854,-24485,619065
16-01-2020,DII,44978,41418,23898,1097016,4317,65841,0,0,0,0,854,0,139034,1139288,3560,4317,65841,-57964,-1073118,-854,0,-1073972
16-01-2020,FII,80117,82056,1017250,516933,182005,296715,77592,104704,17435,27282,23990,16635,1620804,821910,-1939,104413,192011,-89537,500317,-6555,10647,483115
16-01-2020,Pro,16586,31091,161003,108928,118145,150435,156835,196105,70569,80169,137014,66331,596907,696304,-14505,-38690,-45670,-7525,52075,-66445,13838,-28208
16-01-2020,TOTAL,263855,263855,1947381,1947381,711106,981848,711106,981848,393426,245438,393426,245438,4543054,4543054,0,0,0,0,0,0,0,0
16-02-2021,Client,135945,127493,755814,203757,925199,1070330,890240,1149399,644024,246496,422822,289578,3777808,3083289,8452,34959,-79069,122480,552057,221202,-43082,816341
16-02-2021,DII,1215,41687,21883,809643,267,8653,0,0,0,216,7246,0,32234,858576,-40472,267,8653,-48858,-787760,-7246,216,-795222
16-02-2021,FII,80442,50451,689246,537081,263802,358818,193421,251183,45602,42305,73078,39593,1480215,1144807,29991,70381,107635,-7263,152165,-27476,2712,121977
16-02-2021,Pro,29737,27708,190708,107170,318304,325784,423911,363003,138294,177693,324774,137539,1180520,1384105,2029,-105607,-37219,-66359,83538,-186480,40154,-143096
16-02-2021,TOTAL,247339,247339,1657651,1657651,1507572,1763585,1507572,1763585,827920,466710,827920,466710,6470777,6470777,0,0,0,0,0,0,0,0
16-03-2020,Client,178352,102959,495715,190586,632118,296905,583111,502517,254099,70488,187687,102560,1927677,1669420,75393,49007,-205612,330012,305129,66412,-32072,403613
16-03-2020,DII,61165,6674,60445,938472,19064,66533,0,0,0,0,2023,0,207207,947169,54491,19064,66533,7022,-878027,-2023,0,-880050
16-03-2020,FII,76458,183264,988630,507247,229450,360893,187530,171748,23055,16081,18054,12831,1694567,1080674,-106806,41920,189145,-254031,481383,5001,3250,483134
16-03-2020,Pro,22888,45966,160114,68599,174691,145067,284682,195133,65888,85763,135278,56941,654411,786599,-23078,-109991,-50066,-83003,91515,-69390,28822,-6697
16-03-2020,TOTAL,338863,338863,1704904,1704904,1055323,869398,1055323,869398,343042,172332,343042,172332,4483862,4483862,0,0,0,0,0,0,0,0
16-03-2021,Client,197172,168662,790294,181365,1348879,857249,1229774,1042626,660481,179282,413837,263665,4033357,3299929,28510,119105,-185377,332992,608929,246644,-84383,939956
16-03-2021,DII,696,44829,32332,827539,267,13288,0,0,0,0,13772,0,46583,886140,-44133,267,13288,-57154,-795207,-13772,0,-808979
16-03-2021,FII,73696,54693,615262,537071,290862,373778,225424,189986,39754,38196,55596,36680,1431548,1099450,19003,65438,183792,-99351,78191,-15842,1516,60833
16-03-2021,Pro,28363,31743,194456,86369,348794,313263,533604,324966,102920,179192,319950,96325,1166988,1392957,-3380,-184810,-11703,-176487,108087,-217030,82867,-191810
16-03-2021,TOTAL,299927,299927,1632344,1632344,1988802,1557578,1988802,1557578,803155,396670,803155,396670,6678476,6678476,0,0,0,0,0,0,0,0
16-04-2020,Client,96529,127257,327915,192619,279448,337394,281935,446952,147012,112668,127659,81248,1300966,1257670,-30728,-2487,-109558,76343,135296,19353,31420,123229
16-04-2020,DII,36730,4159,66556,779013,4530,61741,0,0,0,0,2193,0,169557,785365,32571,4530,61741,-24640,-712457,-2193,0,-714650
16-04-2020,FII,69002,68938,1015383,432441,113951,160604,87999,91578,8248,8761,9474,7956,1375949,698386,64,25952,69026,-43010,582942,-1226,805,580911
16-04-2020,Pro,20524,22431,94474,100255,75589,92572,103584,113781,61093,38104,77027,70329,382356,487407,-1907,-27995,-21209,-8693,-5781,-15934,-32225,10510
16-04-2020,TOTAL,222785,222785,1504328,1504328,473518,652311,473518,652311,216353,159533,216353,159533,3228828,3228828,0,0,0,0,0,0,0,0
16-04-2021,Client,148411,125052,861098,222819,733609,835798,794637,989667,609149,221410,375955,266311,3409475,2774441,23359,-61028,-153869,116200,638279,233194,-44901,916374
16-04-2021,DII,695,46246,26944,881415,267,23303,0,0,159,0,32836,0,51368,960497,-45551,267,23303,-68587,-854471,-32677,0,-887148
16-04-2021,FII,88129,56974,610897,499361,234056,345986,141411,198084,49435,42146,69047,45328,1370649,1010205,31155,92645,147902,-24102,111536,-19612,-3182,95106
16-04-2021,Pro,14911,23874,179099,74443,267439,283353,299323,300689,122321,169369,303226,121286,1036492,1122841,-8963,-31884,-17336,-23511,104656,-180905,48083,-124332
16-04-2021,TOTAL,252146,252146,1678038,1678038,1235371,1488440,1235371,1488440,781064,432925,781064,432925,5867984,5867984,0,0,0,0,0,0,0,0
16-06-2020,Client,127857,119225,458672,215777,704466,755062,680509,826028,366547,186232,264008,173821,2598836,2279368,8632,23957,-70966,103555,242895,102539,12411,333023
16-06-2020,DII,28157,20371,57615,911182,4584,70199,0,0,163,4,4138,0,160722,935691,7786,4584,70199,-57829,-853567,-3975,4,-857546
16-06-2020,FII,59176,64643,1054230,495149,219609,257625,170476,180889,23599,25505,29314,28133,1639744,968604,-5467,49133,76736,-33070,559081,-5715,-2628,555994
16-06-2020,Pro,23189,34140,142065,90474,204726,210760,282400,286729,102341,106761,195190,116548,789842,1005481,-10951,-77674,-75969,-12656,51591,-92849,-9787,-31471
16-06-2020,TOTAL,238379,238379,1712582,1712582,1133385,1293646,1133385,1293646,492650,318502,492650,318502,5189144,5189144,0,0,0,0,0,0,0,0
16-06-2021,Client,146745,147061,1074949,214375,1460241,1166957,1455867,1422438,1050671,279167,617042,416258,5178730,4273041,-316,4374,-255481,259539,860574,433629,-137091,1431294
16-06-2021,DII,1877,40194,30503,1069856,267,62883,0,0,0,0,83781,0,95530,1193831,-38317,267,62883,-100933,-1039353,-83781,0,-1123134
16-06-2021,FII,74416,28796,725464,702833,334029,361790,232964,190968,68595,90345,134243,60301,1654639,1350105,45620,101065,170822,-24137,22631,-65648,30044,-73061
16-06-2021,Pro,19612,26599,256156,100008,421832,424610,527538,402834,200431,267134,484631,160087,1589775,1701697,-6987,-105706,21776,-134469,156148,-284200,107047,-235099
16-06-2021,TOTAL,242650,242650,2087072,2087072,2216369,2016240,2216369,2016240,1319697,636646,1319697,636646,8518674,8518674,0,0,0,0,0,0,0,0
16-07-2020,Client,133496,121448,486090,231967,425929,563191,450311,640052,437309,178492,278623,195932,2224507,1918333,12048,-24382,-76861,64527,254123,158686,-17440,430249
16-07-2020,DII,16068,22546,25611,792188,267,46370,0,0,56,0,8530,0,88372,823264,-6478,267,46370,-52581,-766577,-8474,0,-775051
16-07-2020,FII,56262,58292,879236,421523,160373,226881,108519,141626,26276,23797,43147,22115,1372825,795222,-2030,51854,85255,-35431,457713,-16871,1682,439160
16-07-2020,Pro,24127,27667,144369,89628,152799,171929,180538,226693,103407,129014,236748,113256,725645,874530,-3540,-27739,-54764,23485,54741,-133341,15758,-94358
16-07-2020,TOTAL,229953,229953,1535306,1535306,739368,1008371,739368,1008371,567048,331303,567048,331303,4411349,4411349,0,0,0,0,0,0,0,0
16-07-2021,Client,168708,176642,1192737,207760,1239683,1221373,1335141,1453171,995659,306563,617087,446862,5124723,4236663,-7934,-95458,-231798,128406,984977,378572,-140299,1503848
16-07-2021,DII,2698,53898,31447,1200956,401,36570,0,0,0,0,79421,0,71116,1334275,-51200,401,36570,-87369,-1169509,-79421,0,-1248930
16-07-2021,FII,98888,45350,706337,704734,296194,391888,191300,213368,64586,67105,106515,60831,1624998,1322097,53538,104894,178520,-20088,1603,-41929,6274,-46600
16-07-2021,Pro,30899,25303,289142,106213,395953,419524,405790,402817,186222,283718,443444,149693,1605458,1533259,5596,-9837,16707,-20948,182929,-257222,134025,-208318
16-07-2021,TOTAL,301193,301193,2219663,2219663,1932230,2069355,1932230,2069355,1246467,657386,1246467,657386,8426294,8426294,0,0,0,0,0,0,0,0
16-09-2020,Client,146858,110011,621035,191383,874017,1004495,823093,1115854,586742,169831,354299,236269,3402978,2830909,36847,50924,-111359,199130,429652,232443,-66438,728533
16-09-2020,DII,5832,39159,33740,733958,267,34441,0,0,98,0,2446,0,74378,775563,-33327,267,34441,-67501,-700218,-2348,0,-702566
16-09-2020,FII,68916,70225,682801,528825,209090,342291,143975,192398,29240,26610,42070,16419,1358948,993912,-1309,65115,149893,-86087,153976,-12830,10191,130955
16-09-2020,Pro,29456,31667,201264,84674,256395,284912,372701,357887,92562,156877,309827,100630,1021466,1257386,-2211,-116306,-72975,-45542,116590,-217265,56247,-156922
16-09-2020,TOTAL,251062,251062,1538840,1538840,1339769,1666139,1339769,1666139,708642,353318,708642,353318,5857770,5857770,0,0,0,0,0,0,0,0
16-10-2020,Client,107645,119682,617015,149216,748221,792884,731925,937834,527092,166394,330723,210793,2959251,2480173,-12037,16296,-144950,149209,467799,196369,-44399,708567
16-10-2020,DII,1940,37627,31070,734633,267,39391,0,0,0,0,389,0,72668,772649,-35687,267,39391,-74811,-703563,-389,0,-703952
16-10-2020,FII,92605,47483,632012,484010,223858,336156,142384,197776,25471,24137,34844,19480,1334239,925977,45122,81474,138380,-11784,148002,-9373,4657,133972
16-10-2020,Pro,29162,26560,162724,74962,209211,228594,307248,261415,93339,138259,279946,98517,861289,1048648,2602,-98037,-32821,-62614,87762,-186607,39742,-138587
16-10-2020,TOTAL,231352,231352,1442821,1442821,1181557,1397025,1181557,1397025,645902,328790,645902,328790,5227447,5227447,0,0,0,0,0,0,0,0
16-12-2020,Client,132163,143847,677349,208432,982280,1316960,955802,1350590,529551,219483,349276,254725,3857786,3262672,-11684,26478,-33630,48424,468917,180275,-35242,684434
16-12-2020,DII,2862,45808,29347,729620,267,41089,0,0,540,0,3119,0,74105,778547,-42946,267,41089,-83768,-700273,-2579,0,-702852
16-12-2020,FII,97636,35257,724306,577959,258492,300293,183421,226099,20438,26264,29475,22272,1427429,1074483,62379,75071,74194,63256,146347,-9037,3992,133318
16-12-2020,Pro,25176,32925,187303,102294,285289,334065,387105,415718,129085,162265,297744,131015,1123183,1366801,-7749,-101816,-81653,-27912,85009,-168659,31250,-114900
16-12-2020,TOTAL,257837,257837,1618305,1618305,1526328,1992407,1526328,1992407,679614,408012,679614,408012,6482503,6482503,0,0,0,0,0,0,0,0
17-01-2020,Client,125224,114511,756642,226489,529979,528627,573012,765067,325951,150377,243736,169444,2416800,2092259,10713,-43033,-236440,204120,530153,82215,-19067,631435
17-01-2020,DII,44871,41378,25488,1098684,4317,65841,0,0,0,0,854,0,140517,1140916,3493,4317,65841,-58031,-1073196,-854,0,-1074050
17-01-2020,FII,80919,79939,1017874,525550,194531,318181,95521,111956,18664,28061,25357,17001,1658230,855324,980,99010,206225,-106235,492324,-6693,11060,474571
17-01-2020,Pro,16849,32035,164649,113930,132745,175900,193039,211526,73759,82231,148427,74224,646133,773181,-15186,-60294,-35626,-39854,50719,-74668,8007,-31956
17-01-2020,TOTAL,267863,267863,1964653,1964653,861572,1088549,861572,1088549,418374,260669,418374,260669,4861680,4861680,0,0,0,0,0,0,0,0
17-02-2020,Client,176470,84717,808904,245603,811741,506672,732066,758518,395331,147411,269623,177106,2846529,2267633,91753,79675,-251846,423274,563301,125708,-29695,718704
17-02-2020,DII,26311,22076,34623,1070398,4317,83777,0,0,3112,0,3065,14,152140,1095553,4235,4317,83777,-75225,-1035775,47,-14,-1035714
17-02-2020,FII,26766,123086,967073,583006,179127,304568,92701,108868,18963,19819,22075,13508,1516316,943244,-96320,86426,195700,-205594,384067,-3112,6311,374644
17-02-2020,Pro,19182,18850,199815,111408,156309,155638,326727,183269,63171,92469,185814,69071,686584,895139,332,-170418,-27631,-142455,88407,-122643,23398,-57634
17-02-2020,TOTAL,248729,248729,2010415,2010415,1151494,1050655,1151494,1050655,480577,259699,480577,259699,5201569,5201569,0,0,0,0,0,0,0,0
17-02-2021,Client,139064,129754,762068,205055,1100902,1123376,1012515,1199293,660706,246070,430031,291483,4032186,3268131,9310,88387,-75917,173614,557013,230675,-45413,833101
17-02-2021,DII,1217,41655,22753,811645,267,9487,0,0,0,216,7251,0,33940,860551,-40438,267,9487,-49658,-788892,-7251,216,-796359
17-02-2021,FII,74848,45841,689605,540905,273674,365159,210618,248916,46320,42587,74890,39874,1492193,1161044,29007,63056,116243,-24180,148700,-28570,2713,117417
17-02-2021,Pro,30047,27926,193676,110497,323938,345837,475648,395650,137491,180185,332345,137701,1211174,1479767,2121,-151710,-49813,-99776,83179,-194854,42484,-154159
17-02-2021,TOTAL,245176,245176,1668102,1668102,1698781,1843859,1698781,1843859,844517,469058,844517,469058,6769493,6769493,0,0,0,0,0,0,0,0
17-03-2020,Client,168276,107642,471838,192350,694228,327962,623044,523129,253004,74257,191015,99635,1989565,1736815,60634,71184,-195167,326985,279488,61989,-25378,366855
17-03-2020,DII,61713,4760,67433,938969,19064,66102,0,0,0,0,2023,0,214312,945752,56953,19064,66102,9915,-871536,-2023,0,-873559
17-03-2020,FII,80634,175092,995126,484823,231895,370549,182554,190975,22891,15993,17755,13910,1717088,1065109,-94458,49341,179574,-224691,510303,5136,2083,513356
17-03-2020,Pro,21158,44287,160123,78378,179639,174562,319228,225071,73021,85575,138123,62280,694078,867367,-23129,-139589,-50509,-112209,81745,-65102,23295,-6652
17-03-2020,TOTAL,331781,331781,1694520,1694520,1124826,939175,1124826,939175,348916,175825,348916,175825,4615043,4615043,0,0,0,0,0,0,0,0
17-03-2021,Client,196533,170128,783958,165296,1465328,823779,1306745,1029525,674318,169298,415932,261530,4113214,3349156,26405,158583,-205746,390734,618662,258386,-92232,969280
17-03-2021,DII,696,37529,32138,834256,267,14888,0,0,0,0,12899,0,47989,884684,-36833,267,14888,-51454,-802118,-12899,0,-815017
17-03-2021,FII,75277,56673,611496,533810,311342,374198,248097,180485,37221,37249,56790,35979,1446783,1111834,18604,63245,193713,-111864,77686,-19569,1270,56847
17-03-2021,Pro,23692,31868,192857,87087,353864,322279,575959,325134,99890,182939,325808,91977,1175521,1437833,-8176,-222095,-2855,-227416,105770,-225918,90962,-211110
17-03-2021,TOTAL,296198,296198,1620449,1620449,2130801,1535144,2130801,1535144,811429,389486,811429,389486,6783507,6783507,0,0,0,0,0,0,0,0
17-04-2020,Client,91971,119738,335696,186944,353382,444806,355876,535763,152614,119828,132696,86177,1498297,1417194,-27767,-2494,-90957,60696,148752,19918,33651,135019
17-04-2020,DII,39413,4039,66652,780998,4530,62556,0,0,0,0,2193,0,173151,787230,35374,4530,62556,-22652,-714346,-2193,0,-716539
17-04-2020,FII,67820,67846,1011512,442442,126391,176436,95584,108787,9733,11305,11712,9604,1403197,735975,-26,30807,67649,-36868,569070,-1979,1701,565390
17-04-2020,Pro,17083,24664,96739,100215,95628,101034,128471,140282,66565,39420,82311,74772,416469,550715,-7581,-32843,-39248,-1176,-3476,-15746,-35352,16130
17-04-2020,TOTAL,216287,216287,1510599,1510599,579931,784832,579931,784832,228912,170553,228912,170553,3491114,3491114,0,0,0,0,0,0,0,0
17-05-2021,Client,172845,103056,996711,261607,807999,1243329,952993,1331908,784850,253707,475242,322450,4259441,3447256,69789,-144994,-88579,13374,735104,309608,-68743,1113455
17-05-2021,DII,3186,39504,39405,1089306,267,20266,0,0,0,0,44588,0,63124,1173398,-36318,267,20266,-56317,-1049901,-44588,0,-1094489
17-05-2021,FII,54585,63964,800286,610940,289008,387567,167093,258287,55986,52727,81157,53986,1640159,1235427,-9379,121915,129280,-16744,189346,-25171,-1259,165434
17-05-2021,Pro,12673,36765,231790,106339,363739,424004,340927,484971,163535,217320,403384,147318,1413061,1519704,-24092,22812,-60967,59687,125451,-239849,70002,-184400
17-05-2021,TOTAL,243289,243289,2068192,2068192,1461013,2075166,1461013,2075166,1004371,523754,1004371,523754,7375785,7375785,0,0,0,0,0,0,0,0
17-06-2020,Client,135280,124725,466469,226603,808253,869934,724639,905189,375860,197278,272371,179338,2853074,2432865,10555,83614,-35255,129424,239866,103489,17940,325415
17-06-2020,DII,26861,20698,56706,911512,4584,70121,0,0,163,199,4646,0,158634,936856,6163,4584,70121,-59374,-854806,-4483,199,-859488
17-06-2020,FII,59533,60043,1067357,502209,214559,259255,179153,190471,24596,25052,29282,27945,1650352,989103,-510,35406,68784,-33888,565148,-4686,-2893,563355
17-06-2020,Pro,25862,42070,150069,100277,224634,220668,348238,324318,104797,105517,199117,120763,831547,1134783,-16208,-123604,-103650,-36162,49792,-94320,-15246,-29282
17-06-2020,TOTAL,247536,247536,1740601,1740601,1252030,1419978,1252030,1419978,505416,328046,505416,328046,5493607,5493607,0,0,0,0,0,0,0,0
17-06-2021,Client,144378,146819,1079807,204427,783350,695555,829257,933153,1077175,274317,636114,421614,4054582,3171384,-2441,-45907,-237598,189250,875380,441061,-147297,1463738
17-06-2021,DII,1871,40107,30559,1075124,267,60573,0,0,0,0,84155,0,93270,1199386,-38236,267,60573,-98542,-1044565,-84155,0,-1128720
17-06-2021,FII,73321,30085,731827,717096,206643,295337,94841,122856,65903,89114,133581,57724,1462145,1156183,43236,111802,172481,-17443,14731,-67678,31390,-84337
17-06-2021,Pro,21988,24547,257797,103343,212167,252107,278329,247563,195613,270500,484841,154593,1210172,1293216,-2559,-66162,4544,-73265,154454,-289228,115907,-250681
17-06-2021,TOTAL,241558,241558,2099990,2099990,1202427,1303572,1202427,1303572,1338691,633931,1338691,633931,6820169,6820169,0,0,0,0,0,0,0,0
17-07-2020,Client,134581,122615,487858,230106,496286,790964,550347,827155,431861,193470,282274,200239,2535020,2212736,11966,-54061,-36191,-5904,257752,149587,-6769,414108
17-07-2020,DII,16068,24265,27007,796029,267,46370,0,0,98,0,8530,0,89810,828824,-8197,267,46370,-54300,-769022,-8432,0,-777454
17-07-2020,FII,60385,53247,880806,421817,188129,250860,127450,168686,25065,24099,43082,21916,1429344,836198,7138,60679,82174,-14357,458989,-18017,2183,438789
17-07-2020,Pro,21360,32267,147590,95309,216726,231769,223611,324122,111002,122801,234140,118215,851248,1027664,-10907,-6885,-92353,74561,52281,-123138,4586,-75443
17-07-2020,TOTAL,232394,232394,1543261,1543261,901408,1319963,901408,1319963,568026,340370,568026,340370,4905422,4905422,0,0,0,0,0,0,0,0
17-08-2020,Client,95013,105458,557523,163103,676440,801756,662609,871825,489657,196725,312565,221024,2817114,2336584,-10445,13831,-70069,73455,394420,177092,-24299,595811
17-08-2020,DII,10348,37824,22697,752379,1577,36264,0,0,0,0,7425,0,70886,797628,-27476,1577,36264,-62163,-729682,-7425,0,-737107
17-08-2020,FII,80409,41954,774080,512332,166381,239218,102520,159615,21250,25954,31289,18097,1307292,865807,38455,63861,79603,22713,261748,-10039,7857,243852
17-08-2020,Pro,25853,26387,162255,88741,207453,257412,286722,303210,98956,130417,258584,113975,882346,1077619,-534,-79269,-45798,-34005,73514,-159628,16442,-102556
17-08-2020,TOTAL,211623,211623,1516555,1516555,1051851,1334650,1051851,1334650,609863,353096,609863,353096,5077638,5077638,0,0,0,0,0,0,0,0
17-09-2020,Client,148815,112017,632991,194091,577078,569049,561438,753783,615925,166017,367890,241247,2709875,2230466,36798,15640,-184734,237172,438900,248035,-75230,762165
17-09-2020,DII,5632,39310,33945,730678,267,34441,0,0,98,0,2446,0,74383,772434,-33678,267,34441,-67852,-696733,-2348,0,-699081
17-09-2020,FII,66679,75875,680656,538484,167669,311534,99187,153158,29922,27543,43601,15710,1284003,926015,-9196,68482,158376,-99090,142172,-13679,11833,116660
17-09-2020,Pro,32645,26569,205496,89835,143355,160435,227744,168518,90372,162263,322380,98866,794566,933912,6076,-84389,-8083,-70230,115661,-232008,63397,-179744
17-09-2020,TOTAL,253771,253771,1553088,1553088,888369,1075459,888369,1075459,736317,355823,736317,355823,4862827,4862827,0,0,0,0,0,0,0,0
17-11-2020,Client,115845,145831,631436,189483,702853,1176220,730211,1166256,456218,261095,328073,216485,3343667,2776339,-29986,-27358,9964,-67308,441953,128145,44610,525488
17-11-2020,DII,2915,38611,32892,764871,267,27036,0,0,0,0,4460,0,63110,807942,-35696,267,27036,-62465,-731979,-4460,0,-736439
17-11-2020,FII,110728,47893,783683,528398,223354,298760,136906,242475,23114,22670,30393,20572,1462309,1006637,62835,86448,56285,92998,255285,-7279,2098,245908
17-11-2020,Pro,33471,30624,156924,122183,254625,264025,313982,357310,128498,112765,244904,159473,950308,1228476,2847,-59357,-93285,36775,34741,-116406,-46708,-34957
17-11-2020,TOTAL,262959,262959,1604935,1604935,1181099,1766041,1181099,1766041,607830,396530,607830,396530,5819394,5819394,0,0,0,0,0,0,0,0
17-12-2020,Client,134870,146946,675513,208709,483732,875818,527246,955427,558594,223531,363423,262014,2952058,2463765,-12076,-43514,-79609,24019,466804,195171,-38483,700458
17-12-2020,DII,2862,46149,29344,724661,267,50089,0,0,540,0,3119,0,83102,773929,-43287,267,50089,-93109,-695317,-2579,0,-697896
17-12-2020,FII,105279,47414,720473,577935,190015,252461,124645,198831,21014,27762,30414,23318,1317004,1002557,57865,65370,53630,69605,142538,-9400,4444,128694
17-12-2020,Pro,26808,29310,191120,105145,178828,259234,200951,283344,131844,170597,315036,136558,958431,1070344,-2502,-22123,-24110,-515,85975,-183192,34039,-131256
17-12-2020,TOTAL,269819,269819,1616450,1616450,852842,1437602,852842,1437602,711992,421890,711992,421890,5310595,5310595,0,0,0,0,0,0,0,0
18-01-2021,Client,137980,144986,717380,225359,1146003,896721,1026338,1077643,679808,199997,413989,288941,3777889,3177256,-7006,119665,-180922,293581,492021,265819,-88944,846784
18-01-2021,DII,3329,47107,16663,769218,832,30983,0,0,267,44,1807,0,52118,818132,-43778,832,30983,-73929,-752555,-1540,44,-754139
18-01-2021,FII,79536,39338,688098,531236,207351,307676,158075,185359,41122,35356,77384,32098,1359139,1023490,40198,49276,122317,-32843,156862,-36262,3258,117342
18-01-2021,Pro,35416,24830,197971,94299,307140,352914,476913,325292,135249,200164,363266,114522,1228854,1399122,10586,-169773,27622,-186809,103672,-228017,85642,-209987
18-01-2021,TOTAL,256261,256261,1620112,1620112,1661326,1588294,1661326,1588294,856446,435561,856446,435561,6418000,6418000,0,0,0,0,0,0,0,0
18-02-2020,Client,170074,81903,815033,231088,844401,524061,732040,773505,404566,138776,273909,174785,2896911,2267230,88171,112361,-249444,449976,583945,130657,-36009,750611
18-02-2020,DII,26311,17717,35748,1078633,4317,71777,0,0,3112,0,3059,14,141265,1099423,8594,4317,71777,-58866,-1042885,53,-14,-1042818
18-02-2020,FII,34212,133218,962885,596513,176246,322828,97219,106430,18587,22006,21861,15268,1536764,970509,-99006,79027,216398,-236377,366372,-3274,6738,356360
18-02-2020,Pro,21100,18859,213329,120761,160905,156818,356610,195549,63784,95273,191220,65988,711209,948987,2241,-195705,-38731,-154733,92568,-127436,29285,-64153
18-02-2020,TOTAL,251697,251697,2026995,2026995,1185869,1075484,1185869,1075484,490049,256055,490049,256055,5286149,5286149,0,0,0,0,0,0,0,0
18-02-2021,Client,137904,128906,770709,207986,606189,672976,593924,769517,673014,237780,434072,289935,3098572,2424340,8998,12265,-96541,117804,562723,238942,-52155,853820
18-02-2021,DII,1609,43338,23204,811990,1467,9487,0,0,0,216,7256,0,35983,862584,-41729,1467,9487,-49749,-788786,-7256,216,-796258
18-02-2021,FII,78261,50276,685721,548900,181053,292102,114207,188638,48407,43740,77608,39327,1329284,1018956,27985,66846,103464,-8633,136821,-29201,4413,103207
18-02-2021,Pro,30353,25607,198966,109724,194018,206179,274596,222589,138838,186067,341323,138541,954421,1112380,4746,-80578,-16410,-59422,89242,-202485,47526,-160769
18-02-2021,TOTAL,248127,248127,1678600,1678600,982727,1180744,982727,1180744,860259,467803,860259,467803,5418260,5418260,0,0,0,0,0,0,0,0
18-03-2020,Client,160671,116092,450041,178132,801842,337488,688851,533593,251654,72738,192845,93594,2074434,1803107,44579,112991,-196105,353675,271909,58809,-20856,351574
18-03-2020,DII,63835,5679,72379,945974,19064,66388,0,0,0,0,2316,0,221666,953969,58156,19064,66388,10832,-873595,-2316,0,-875911
18-03-2020,FII,93160,183024,1016791,478466,241751,370839,190842,194568,24274,16193,18272,14438,1763008,1079610,-89864,50909,176271,-215226,538325,6002,1755,542572
18-03-2020,Pro,27777,40648,153449,90088,177819,175589,360783,222143,75287,84069,137782,64968,693990,916412,-12871,-182964,-46554,-149281,63361,-62495,19101,-18235
18-03-2020,TOTAL,345443,345443,1692660,1692660,1240476,950304,1240476,950304,351215,173000,351215,173000,4753098,4753098,0,0,0,0,0,0,0,0
18-03-2021,Client,194924,175505,765121,151029,720606,559162,691903,742179,654865,156250,399909,252933,3050928,2413458,19419,28703,-183017,231139,614092,254956,-96683,965731
18-03-2021,DII,696,36498,32466,834713,267,13178,0,0,0,0,13055,0,46607,884266,-35802,267,13178,-48713,-802247,-13055,0,-815302
18-03-2021,FII,77376,56039,614844,529211,183269,314216,127261,141300,38729,36594,56979,35165,1265028,945955,21337,56008,172916,-95571,85633,-18250,1429,65954
18-03-2021,Pro,28591,33545,190210,87688,198230,212318,283208,215395,100397,182645,324048,87391,912391,1031275,-4954,-84978,-3077,-86855,102522,-223651,95254,-216383
18-03-2021,TOTAL,301587,301587,1602641,1602641,1102372,1098874,1102372,1098874,793991,375489,793991,375489,5274954,5274954,0,0,0,0,0,0,0,0
